1006001872	acute promyelocytic leukemia
1006001880	myelomeningocele
1006001888	transient neonatal diabetes mellitus
1006001896	acromelic frontonasal dysostosis
1006001904	adenine phosphoribosyltransferase deficiency
1006001912	multiple acyl-CoA dehydrogenase deficiency
1006001920	Hennekam syndrome
1006001928	orofaciodigital syndrome IV
1006001936	orofaciodigital syndrome IX
1006001944	distal 10q deletion syndrome
1006001952	chromosome 16p11.2 deletion syndrome, 220kb
1006001960	chromosome 18p deletion syndrome
1006001968	chromosome 2p12-p11.2 deletion syndrome
1006001976	chromosome 6pter-p24 deletion syndrome
1006001984	chromosome 16p11.2 duplication syndrome
1006001992	Cole-Carpenter syndrome
1006002000	X-linked endothelial corneal dystrophy
1006002008	subepithelial mucinous corneal dystrophy
1006002016	Desbuquois dysplasia
1006002024	salt and pepper syndrome
1006002032	Shwachman-Diamond syndrome
1006002040	Pitt-Hopkins syndrome
1006002048	autoimmune neuropathy
1006002056	Indian plum allergy
1006002064	Atlantic salmon allergy
1006002072	mollusc allergy
1006002080	horned turban snail allergy
1006002088	Hermansky-Pudlak syndrome 2
1006002096	luminal breast carcinoma
1006002104	lethal congenital contracture syndrome 2
1006002112	hypertrichotic osteochondrodysplasia Cantu type
1006002120	3MC syndrome 3
1006002128	Noonan syndrome 8
1006002136	Nance-Horan syndrome
1006002144	microcephalic osteodysplastic primordial dwarfism type I
1006002152	permanent neonatal diabetes mellitus
1006002160	cocoon syndrome
1006002168	autosomal recessive congenital ichthyosis
1006002176	catecholaminergic polymorphic ventricular tachycardia
1006002184	autosomal dominant nocturnal frontal lobe epilepsy 1
1006002192	platelet-type bleeding disorder 16
1006002200	familial hypocalciuric hypercalcemia
1006002208	lymphoproliferative syndrome 1
1006002216	autosomal recessive congenital ichthyosis 7
1006002224	chromosome 9p deletion syndrome
1006002232	methylmalonic acidemia due to transcobalamin receptor defect
1006002240	familial temporal lobe epilepsy 6
1006002248	sclerosteosis 2
1006002256	autosomal dominant Robinow syndrome 2
1006002264	cleft lip-palate-ectodermal dysplasia syndrome
1006002272	congenital secretory sodium diarrhea 3
1006002280	hypomyelinating leukodystrophy 4
1006002288	hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism
1006002296	Prieto syndrome
1006002304	syndromic X-linked intellectual disability Shrimpton type
1006002312	syndromic X-linked intellectual disability 14
1006002320	Brooks-Wisniewski-Brown syndrome
1006002328	isolated microphthalmia 5
1006002336	Leri-Weill dyschondrosteosis
1006002344	autosomal dominant pseudohypoaldosteronism type 1
1006002352	patterned macular dystrophy 2
1006002360	isolated growth hormone deficiency type II
1006002368	renal hypomagnesemia 5 with ocular involvement
1006002376	prune belly syndrome
1006002384	Parkinson's disease 17
1006002400	Seckel syndrome 8
1006002408	autosomal recessive dyskeratosis congenita 2
1006002416	X-linked dyskeratosis congenita
1006002424	autosomal dominant non-syndromic intellectual disability 3
1006002432	autosomal dominant non-syndromic intellectual disability 11
1006002440	autosomal dominant non-syndromic intellectual disability 19
1006002448	autosomal dominant non-syndromic intellectual disability 27
1006002456	autosomal dominant non-syndromic intellectual disability 35
1006002464	autosomal dominant non-syndromic intellectual disability 43
1006002472	schizophrenia 5
1006002480	schizophrenia 13
1006002488	oculocutaneous albinism type III
1006002504	Niemann-Pick disease type C1
1006002512	Meckel syndrome 7
1006002520	autosomal recessive cutis laxa type IID
1006002528	autosomal recessive cutis laxa type IIB
1006002536	hereditary sensory and autonomic neuropathy type 5
1006002544	hereditary sensory and autonomic neuropathy type 8
1006002552	hereditary sensory and autonomic neuropathy type 2
1006002560	spermatogenic failure 8
1006002568	spermatogenic failure 22
1006002576	X-linked spermatogenic failure 2
1006002584	autosomal recessive chronic granulomatous disease cytochrome b-negative
1006002592	Miyoshi muscular dystrophy 3
1006002600	hereditary lymphedema ID
1006002608	familial hyperinsulinemic hypoglycemia 6
1006002616	progressive familial intrahepatic cholestasis 5
1006002624	Loeys-Dietz syndrome 4
1006002632	primary coenzyme Q10 deficiency 4
1006002640	autosomal dominant Emery-Dreifuss muscular dystrophy 4
1006002648	congenital disorder of glycosylation type IIe
1006002656	congenital disorder of glycosylation type IIm
1006002664	hereditary nonpolyposis colorectal cancer type 6
1006002672	primary autosomal recessive microcephaly 19
1006002680	primary autosomal recessive microcephaly 16
1006002688	primary microcephaly
1006002696	multiple epiphyseal dysplasia due to collagen 9 anomaly
1006002704	obstructive nephropathy
1006002712	ischemic bone disease
1006002720	spina bifida
1006002736	craniometaphyseal dysplasia
1006002744	autosomal recessive spinocerebellar ataxia 18
1006002752	acromesomelic dysplasia, Maroteaux type
1006002760	autosomal recessive spinocerebellar ataxia 14
1006002768	autosomal recessive spinocerebellar ataxia 20
1006002776	neural tube defect
1006002784	nonsyndromic congenital nail disorder 4
1006002792	reducing body myopathy
1006002800	myofibrillar myopathy 7
1006002808	microcephaly and chorioretinopathy 3
1006002816	mitochondrial complex III deficiency nuclear type 6
1006002824	mitochondrial DNA depletion syndrome 4b
1006002832	mitochondrial DNA depletion syndrome 13
1006002840	multiple congenital anomalies-hypotonia-seizures syndrome 2
1006002848	lymphoblastic lymphoma
1006002856	herpes simplex virus keratitis
1006002864	myeloid neoplasms associated with PDGFRB rearrangement
1006002872	cloacal exstrophy
1006002880	medullary colon carcinoma
1006002888	PTEN hamartoma tumor syndrome
1006002896	colorectal carcinoma
1006002904	nonalcoholic fatty liver disease
1006002912	duodenal atresia
1006002920	autosomal dominant dystrophic epidermolysis bullosa
1006002928	autosomal dominant mental retardation 51
1006002936	X-linked mental retardation 106
1006002944	erythrokeratodermia variabilis et progressiva 2
1006002952	Perrault syndrome 6
1006002960	exudative vitreoretinopathy 7
1006002968	nephrotic syndrome 16
1006002976	gingival fibromatosis 5
1006002984	spinocerebellar ataxia 46
1006002992	hypomyelinating leukodystrophy 14
1006003000	lung mucinous cystadenocarcinoma
1006003008	cleft palate-lateral synechia syndrome
1006003016	autonomic nervous system benign neoplasm
1006003024	cold-induced sweating syndrome 1
1006003032	mitochondrial DNA depletion syndrome 15
1006003040	blepharocheilodontic syndrome 1
1006003048	Tietz syndrome
1006003056	immunodeficiency-centromeric instability-facial anomalies syndrome 3
1006003064	autosomal dominant familial periodic fever
1006003072	split hand-foot malformation 6
1006003080	myoclonic dystonia 11
1006003088	torsion dystonia 17
1006003096	dystonia 27
1006003104	torsion dystonia with onset in infancy
1006003112	Fanconi-like syndrome
1006003120	hypogonadotropic hypogonadism 8 with or without anosmia
1006003128	hypogonadotropic hypogonadism 20 with or without anosmia
1006003136	hypogonadotropic hypogonadism 19 with or without anosmia
1006003144	Huntington's disease-like 1
1006003152	PCWH syndrome
1006003160	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome
1006003168	camptodactyly-arthropathy-coxa vara-pericarditis syndrome
1006003176	complex cortical dysplasia with other brain malformations 5
1006003184	brachyolmia-amelogenesis imperfecta syndrome
1006003192	Leber congenital amaurosis 9
1006003200	advanced sleep phase syndrome 3
1006003208	age related macular degeneration 9
1006003216	alpha thalassemia-intellectual disability syndrome type 1
1006003224	Alzheimer's disease 5
1006003232	Alzheimer's disease 12
1006003240	amelogenesis imperfecta type 4
1006003248	amelogenesis imperfecta hypomaturation type 2A3
1006003256	FTDALS4
1006003264	arrhythmogenic right ventricular dysplasia 9
1006003272	asphyxiating thoracic dystrophy 1
1006003280	short-rib thoracic dysplasia 13 with or without polydactyly
1006003288	atopic dermatitis 5
1006003296	atrial heart septal defect 4
1006003304	autoimmune lymphoproliferative syndrome type 4
1006003312	Bardet-Biedl syndrome 3
1006003320	Bardet-Biedl syndrome 11
1006003328	Bardet-Biedl syndrome 19
1006003336	Charcot-Marie-Tooth disease type 1F
1006003344	Charcot-Marie-Tooth disease type 2J
1006003352	Charcot-Marie-Tooth disease type 2E
1006003360	Charcot-Marie-Tooth disease axonal type 2U
1006003368	Charcot-Marie-Tooth disease axonal type 2Z
1006003376	Leber congenital amaurosis 15
1006003384	Charcot-Marie-Tooth disease dominant intermediate B
1006003392	Charcot-Marie-Tooth disease dominant intermediate E
1006003400	isolated cleft palate
1006003408	Brugada syndrome 4
1006003416	cataract 6 multiple types
1006003424	cataract 42
1006003432	cataract 38
1006003440	cataract 14 multiple types
1006003448	cataract 35
1006003456	cataract 3 multiple types
1006003464	autosomal recessive limb-girdle muscular dystrophy type 2C
1006003472	autosomal recessive limb-girdle muscular dystrophy type 2Q
1006003480	autosomal recessive limb-girdle muscular dystrophy type 2P
1006003488	autosomal dominant limb-girdle muscular dystrophy type 1B
1006003496	hypertrophic cardiomyopathy 3
1006003504	hypertrophic cardiomyopathy 11
1006003512	hypertrophic cardiomyopathy 19
1006003520	Leber congenital amaurosis 7
1006003528	osteogenesis imperfecta type 2
1006003536	osteogenesis imperfecta type 9
1006003544	retinitis pigmentosa 35
1006003552	retinitis pigmentosa 28
1006003560	retinitis pigmentosa 61
1006003568	retinitis pigmentosa 14
1006003576	retinitis pigmentosa 73
1006003584	retinitis pigmentosa 27
1006003592	retinitis pigmentosa 36
1006003600	retinitis pigmentosa 6
1006003608	late-adult onset retinitis pigmentosa
1006003616	dilated cardiomyopathy 1H
1006003624	dilated cardiomyopathy 1K
1006003632	dilated cardiomyopathy 1KK
1006003640	dilated cardiomyopathy 1EE
1006003648	X-linked dilated cardiomyopathy
1006003656	autosomal recessive nonsyndromic deafness 14
1006003664	autosomal recessive nonsyndromic deafness 2
1006003672	autosomal recessive nonsyndromic deafness 27
1006003680	autosomal recessive nonsyndromic deafness 35
1006003688	autosomal recessive nonsyndromic deafness 44
1006003696	autosomal recessive nonsyndromic deafness 53
1006003704	autosomal recessive nonsyndromic deafness 66
1006003712	autosomal recessive nonsyndromic deafness 77
1006003720	autosomal recessive nonsyndromic deafness 88
1006003728	autosomal dominant nonsyndromic deafness 1
1006003736	autosomal dominant nonsyndromic deafness 18
1006003744	autosomal dominant nonsyndromic deafness 28
1006003752	autosomal dominant nonsyndromic deafness 3B
1006003760	autosomal dominant nonsyndromic deafness 4A
1006003768	autosomal dominant nonsyndromic deafness 56
1006003776	autosomal dominant nonsyndromic deafness 68
1006003784	primary ciliary dyskinesia 22
1006003792	primary ciliary dyskinesia 7
1006003800	primary ciliary dyskinesia 16
1006003808	primary ciliary dyskinesia 17
1006003816	Wolfram syndrome 1
1006003824	muscular dystrophy-dystroglycanopathy type B6
1006003832	long QT syndrome 6
1006003840	long QT syndrome 15
1006003848	congenital myasthenic syndrome 3C
1006003856	congenital myasthenic syndrome 21
1006003864	congenital myasthenic syndrome 2C
1006003872	hypotrichosis 5
1006003880	hypotrichosis 13
1006003888	Warburg micro syndrome 3
1006003896	neuronal ceroid lipofuscinosis 2
1006003904	neurodegeneration with brain iron accumulation
1006003912	type 1 diabetes mellitus 3
1006003920	type 1 diabetes mellitus 11
1006003928	type 1 diabetes mellitus 21
1006003936	hereditary spastic paraplegia 13
1006003944	hereditary spastic paraplegia 23
1006003952	hereditary spastic paraplegia 31
1006003960	hereditary spastic paraplegia 39
1006003968	hereditary spastic paraplegia 46
1006003976	hereditary spastic paraplegia 54
1006003984	hereditary spastic paraplegia 63
1006003992	hereditary spastic paraplegia 77
1006004000	Usher syndrome type 1C
1006004008	Usher syndrome type 2A
1006004016	xeroderma pigmentosum group E
1006004024	rhizomelic chondrodysplasia punctata type 5
1006004032	congenital stationary night blindness autosomal dominant 1
1006004040	congenital stationary night blindness 1A
1006004048	holoprosencephaly 5
1006004056	inflammatory bowel disease 9
1006004064	inflammatory bowel disease 11
1006004072	inflammatory bowel disease 27
1006004080	leukocyte adhesion deficiency 1
1006004088	hereditary spherocytosis type 4
1006004096	nemaline myopathy 3
1006004104	nemaline myopathy 6
1006004112	autosomal recessive osteopetrosis 2
1006004120	Waardenburg syndrome type 2C
1006004128	Gaucher's disease type III
1006004136	brachydactyly type A4
1006004144	brachydactyly type B2
1006004152	Joubert syndrome 14
1006004160	Joubert syndrome 22
1006004168	Joubert syndrome 4
1006004176	X-linked cone-rod dystrophy 3
1006004184	Newfoundland cone-rod dystrophy
1006004192	cone-rod dystrophy 17
1006004200	hemochromatosis type 5
1006004208	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase
1006004216	platelet-type bleeding disorder 14
1006004224	platelet-type bleeding disorder 20
1006004232	hyperphosphatemic familial tumoral calcinosis
1006004240	congenital bile acid synthesis defect 1
1006004248	birdshot chorioretinopathy
1006004256	Fanconi anemia complementation group C
1006004264	Fanconi anemia complementation group A
1006004272	maturity-onset diabetes of the young type 4
1006004280	maturity-onset diabetes of the young type 14
1006004288	nephronophthisis 12
1006004296	nephronophthisis 20
1006004304	congenital generalized lipodystrophy type 1
1006004312	mitochondrial complex V (ATP synthase) deficiency
1006004320	Prinzmetal angina
1006004328	partial trisomy distal 4q
1006004336	Dyggve-Melchior-Clausen disease
1006004352	endometritis
1006004360	compensatory emphysema
1006004368	dysplastic nevus syndrome
1006004384	hymenolepiasis
1006004392	sleeping sickness
1006004400	corneal disease
1006004408	conjunctival degeneration
1006004432	spindle cell lipoma
1006004440	kidney lipoma
1006004448	axillary lipoma
1006004464	histoplasmosis pericarditis
1006004472	thalassemia
1006004488	heart conduction disease
1006004496	prostate squamous cell carcinoma
1006004520	baritosis
1006004528	pneumoconiosis due to talc
1006004552	epididymis adenocarcinoma
1006004568	bacterial infectious disease
1006004584	perforated corneal ulcer
1006004592	dentin caries
1006004608	orbital granuloma
1006004616	chronic fungal otitis externa
1006004632	gastric fundus cancer
1006004656	calcium metabolism disease
1006004664	adrenoleukodystrophy
1006004672	pleural tuberculosis
1006004680	tropical sprue
1006004688	acute cervicitis
1006004704	acute anterolateral myocardial infarction
1006004712	mediastinum ganglioneuroblastoma
1006004720	fat necrosis of breast
1006004728	renal hypertension
1006004736	petrositis
1006004744	bubonic plague
1006004752	Queensland tick typhus
1006004760	sphenoid sinusitis
1006004768	nasal cavity cancer
1006004776	malignant essential hypertension
1006004792	sexual masochism
1006004800	total third-nerve palsy
1006004808	hand, foot and mouth disease
1006004816	microcephaly
1006004832	borderline personality disorder
1006004840	paranoid personality disorder
1006004856	hemiplegia
1006004872	basal ganglia cerebrovascular disease
1006004896	contact lens corneal edema
1006004904	urinary bladder cancer
1006004912	brucellosis
1006004928	bartonellosis
1006004936	hydronephrosis
1006004944	acquired thrombocytopenia
1006004960	miliaria rubra
1006004968	band keratopathy
1006004984	acute conjunctivitis
1006004992	DiGeorge syndrome
1006005000	opioid abuse
1006005008	small intestine diverticulitis
1006005016	adhesive otitis media
1006005024	DIC in newborn
1006005032	cat-scratch disease
1006005040	hemorrhagic fever with renal syndrome
1006005048	peripheral scars of retina
1006005056	retinal microaneurysm
1006005064	Mobitz type II atrioventricular block
1006005072	erysipelas
1006005088	bladder diverticulum
1006005096	megacolon
1006005104	epidural abscess
1006005112	xanthogranulomatous pyelonephritis
1006005120	alternating exotropia
1006005128	endometriosis of rectovaginal septum and vagina
1006005136	perinatal jaundice due to hepatocellular damage
1006005144	hemopericardium
1006005152	mitral valve insufficiency
1006005160	abnormal pupillary function
1006005168	corneal abscess
1006005176	acute allergic serous otitis media
1006005192	bladder lateral wall cancer
1006005208	penile neoplasm
1006005216	conjunctival deposit
1006005224	hypopigmentation of eyelid
1006005232	inflamed seborrheic keratosis
1006005240	impaired renal function disease
1006005248	antidepressant type abuse
1006005256	Cornelia de Lange syndrome
1006005280	blind hypotensive eye
1006005288	necrosis of ear ossicle
1006005304	vitreous syneresis
1006005320	penis sarcoma
1006005328	indeterminate leprosy
1006005336	peripheral focal chorioretinitis
1006005344	denture stomatitis
1006005360	peripheral nervous system neoplasm
1006005384	morbid obesity
1006005392	spermatic cord torsion
1006005400	anterior ischemic optic neuropathy
1006005408	sympathetic ophthalmia
1006005416	cryptococcosis
1006005448	hemosiderosis
1006005464	Chagas disease
1006005480	retinal lattice degeneration
1006005488	dyshormonogenic goiter
1006005496	dicrocoeliasis
1006005504	dengue disease
1006005520	bile reflux
1006005552	Vogt-Koyanagi-Harada disease
1006005560	Dubin-Johnson syndrome
1006005568	kyphoscoliotic heart disease
1006005576	varicocele
1006005584	primary eye hypotony
1006005592	lateral displacement of eye
1006005600	bronchopneumonia
1006005608	dysentery
1006005632	aplastic anemia
1006005640	pes anserinus tendinitis or bursitis
1006005648	retinal ischemia
1006005656	lesion of sciatic nerve
1006005672	hemolytic-uremic syndrome
1006005688	olecranon bursitis
1006005704	hypertrophic pyloric stenosis
1006005712	tooth ankylosis
1006005720	pseudobulbar palsy
1006005728	leiomyoma
1006005744	telangiectasis
1006005752	pars planitis
1006005760	lacrimal duct cancer
1006005768	cicatricial ectropion
1006005776	mucopolysaccharidosis II
1006005816	submandibular gland disease
1006005824	Plasmodium ovale malaria
1006005832	labia minora carcinoma
1006005840	lagophthalmos
1006005848	Plasmodium vivax malaria
1006005856	Phlegmonous dacryocystitis
1006005880	persistent fetal circulation syndrome
1006005904	Sneddon syndrome
1006005912	mechanical entropion
1006005928	suppurative uveitis
1006005944	dissociated nystagmus
1006005960	proliferative diabetic retinopathy
1006005968	submucous uterine fibroid
1006005976	internal pathological resorption
1006005992	hereditary coproporphyria
1006006016	exocrine pancreatic insufficiency
1006006040	chondromalacia patellae
1006006048	tinea manuum
1006006072	cardiac sarcoidosis
1006006080	alexia
1006006088	posterior corneal pigmentation
1006006104	thanatophoric dysplasia
1006006112	jejunal cancer
1006006128	osteopetrosis
1006006136	paranasal sinus lymphoma
1006006144	optic disk drusen
1006006152	non-renal secondary hyperparathyroidism
1006006168	obstructive jaundice
1006006176	campylobacteriosis
1006006184	exfoliation syndrome
1006006192	stenosis of lacrimal passage
1006006208	prostate calculus
1006006232	uterine inflammatory disease
1006006248	opisthorchiasis
1006006256	equatorial staphyloma
1006006264	inclusion conjunctivitis
1006006280	sweat gland disease
1006006288	abetalipoproteinemia
1006006304	hypobetalipoproteinemia
1006006312	lumbosacral plexus lesion
1006006320	lacrimal duct obstruction
1006006328	CADASIL
1006006336	uterine corpus myxoid leiomyoma
1006006352	cleidocranial dysplasia
1006006360	splenic artery aneurysm
1006006368	malignant visceral pleura tumor
1006006376	neonatal myasthenia gravis
1006006400	boutonneuse fever
1006006408	toxic shock syndrome
1006006416	midline cystocele
1006006424	spinal cord lymphoma
1006006432	choroid disease
1006006440	calcific tendinitis
1006006448	bicipital tenosynovitis
1006006456	renal tubular acidosis
1006006464	orbital cyst
1006006472	Down syndrome
1006006480	oral candidiasis
1006006488	acute cholangitis
1006006496	neurogenic arthropathy
1006006520	Riedel's fibrosing thyroiditis
1006006528	pyuria
1006006536	labyrinthine bilateral reactive loss
1006006552	sclerosing keratitis
1006006560	farmer's lung
1006006576	ureteral lymphoma
1006006592	WAGR syndrome
1006006600	external pathological resorption
1006006608	seminal vesicle adenocarcinoma
1006006616	primary pulmonary hypertension
1006006624	atheroembolism of kidney
1006006632	multiple intestinal atresia
1006006640	diastrophic dysplasia
1006006648	propionic acidemia
1006006664	Sotos syndrome
1006006672	Greig cephalopolysyndactyly syndrome
1006006680	blepharophimosis, ptosis, and epicanthus inversus syndrome
1006006688	Blount's disease
1006006696	echinococcosis
1006006712	colon carcinoma
1006006736	dermatomycosis
1006006744	communicating hydrocephalus
1006006752	acute chest syndrome
1006006768	keratosis
1006006784	breast papillomatosis
1006006792	female breast lower-inner quadrant cancer
1006006808	cystitis
1006006824	Richter's syndrome
1006006832	partial of retinal vein occlusion
1006006840	duodenal benign neoplasm
1006006848	vascular cancer
1006006856	cardiovascular cancer
1006006864	unilateral hyperactive labyrinth
1006006872	malignant mesothelioma
1006006880	urinary system disease
1006006896	idiopathic generalized epilepsy
1006006912	chronic rheumatic pericarditis
1006006920	optic nerve disease
1006006928	malignant fibroxanthoma
1006006936	sex cord-gonadal stromal tumor
1006006944	sphingolipidosis
1006006952	dysostosis
1006006960	trichomoniasis
1006006968	fallopian tube leiomyosarcoma
1006006976	thymus lipoma
1006006992	rectum adenocarcinoma
1006007000	degeneration of macula and posterior pole
1006007008	placental choriocarcinoma
1006007016	enthesopathy
1006007024	reactive cutaneous fibrous lesion
1006007032	vulvar syringoma
1006007040	perinatal intestinal perforation
1006007048	vulvar trichoepithelioma
1006007064	vulva squamous cell carcinoma
1006007072	ectodermal dysplasia
1006007080	brain sarcoma
1006007088	malignant ovarian cyst
1006007096	ovarian Wilms' cancer
1006007104	vaginitis
1006007120	hemorrhagic disease
1006007128	factor X deficiency
1006007136	basilar artery insufficiency
1006007144	hepatitis
1006007160	pharyngitis
1006007168	leptospirosis
1006007176	malt worker's lung
1006007184	viral gastritis
1006007192	craniosynostosis
1006007208	West Nile fever
1006007216	multiple sclerosis
1006007224	renal artery disease
1006007256	acromegaly
1006007264	anterior dislocation of lens
1006007272	vernal conjunctivitis
1006007288	tooth erosion
1006007304	prostate adenocarcinoma
1006007312	inflammatory and toxic neuropathy
1006007328	hemangioma of spleen
1006007336	retinal drusen
1006007344	acatalasia
1006007360	glottis carcinoma
1006007368	serous surface papilloma
1006007376	choroid plexus papilloma
1006007392	benign mesothelioma
1006007400	breast intracanalicular fibroadenoma
1006007408	Pacinian tumor
1006007424	Leydig cell tumor
1006007432	synovitis
1006007440	Bloom syndrome
1006007464	glycogen storage disease V
1006007480	ethmoid sinus adenocarcinoma
1006007488	long bone adamantinoma
1006007496	lung sarcoma
1006007504	bronchiolitis obliterans
1006007512	cranial nerve malignant neoplasm
1006007520	acquired polycythemia
1006007528	bruxism
1006007536	hemoglobinopathy
1006007544	laryngeal squamous cell carcinoma
1006007552	benign prostate phyllodes tumor
